"Richness" "year" "grid" "quadra" "total_cover" "Host_code" "Host_community" "GPS_localisation" "Locality" "Country" "Ecosystem" "Collection_date" "Sequencing_plate" "Biomass" "Grid_code" "Vegetation" "Litter" "Soil" "Free_space"
"59" 17 "21" "02" "05" 104 "21_CAM_020500" "Carex divisa_20;Trifolium scabrum_3;Erodium cicutarium_3;Crepis capillaris_0,5;Plantago lagopus_3;Arenaria leptoclados_0,5;Leontodon sp._0,5;Trifolium suffocatum_0,5;Poa bulbosa_3;Cynodon dactylon_0,5;Salvia verbenaca subsp. clandestina_37,5;Hypochaeris glabra_0,5;Galium parisiense_0,5;Geranium molle_3;Erigeron sp._0,5;Medicago polymorpha_10;Galium murale_0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_G08" 4.17 "21_CAM_02" 80 20 0 20
"60" 22 "21" "02" "06" 86.5 "21_CAM_020600" "Carex divisa_10;Erodium cicutarium_0,5;Crepis capillaris_0,5;Plantago lagopus_3;Arenaria leptoclados_0,5;Leontodon sp._3;Poa bulbosa_3;Bupleurum semicompositum_0,5;Dactylis glomerata subsp. hispanica_20;Cynodon dactylon_3;Salvia verbenaca subsp. clandestina_3;Euphorbia exigua_0,5;Trifolium campestre_0,5;Catapodium rigidum_0,5;Plantago coronopus_0,5;Geranium molle_0,5;Crepis vesicaria subsp. taraxacifolia_3;Erigeron sp._0,5;Medicago polymorpha_10;Veronica arvensis_0,5;Filago pyramidata_0,5;Plantago bellardii_0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_H08" 2.94 "21_CAM_02" 85 10 5 15
"61" 18 "21" "02" "07" 68 "21_CAM_020700" "Carex divisa_3;Trifolium scabrum_3;Erodium cicutarium_10;Crepis capillaris_10;Plantago lagopus_10;Arenaria leptoclados_0,5;Trifolium suffocatum_0,5;Poa bulbosa_3;Hypochaeris glabra_0,5;Euphorbia exigua_0,5;Lobularia maritima_3;Vulpia ciliata subsp. ciliata_0,5;Plantago coronopus_0,5;Geranium molle_0,5;Trifolium nigrescens_0,5;Erigeron sp._0,5;Medicago polymorpha_3;Veronica arvensis_0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_A07" 3.53 "21_CAM_02" 80 15 5 20
"62" 18 "21" "02" "08" 73.5 "21_CAM_020800" "Carex divisa_20;Trifolium scabrum_0,5;Erodium cicutarium_10;Crepis capillaris_0,5;Plantago lagopus_3;Arenaria leptoclados_3;Leontodon sp._3;Trifolium suffocatum_0,5;Poa bulbosa_0,5;Bupleurum semicompositum_0,5;Cynodon dactylon_3;Filago pygmaea_0,5;Lobularia maritima_0,5;Geranium molle_3;Crepis vesicaria subsp. taraxacifolia_3;Erigeron sp._0,5;Medicago polymorpha_0,5;Trigonella esculenta_3" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_B07" 3.03 "21_CAM_02" 60 30 10 40
"63" 19 "21" "02" "09" 101 "21_CAM_020900" "Carex divisa_10;Erodium cicutarium_10;Crepis capillaris_10;Plantago lagopus_20;Arenaria leptoclados_3;Trifolium suffocatum_0,5;Poa bulbosa_20;Bupleurum semicompositum_0,5;Salvia verbenaca subsp. clandestina_0,5;Hypochaeris glabra_0,5;Lobularia maritima_3;Vulpia ciliata subsp. ciliata_0,5;Trifolium campestre_0,5;Erigeron sp._0,5;Sabulina tenuifolia_0,5;Veronica arvensis_0,5;Filago pyramidata_0,5;Polycarpon tetraphyllum_0,5;Brachypodium distachyon_0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_C07" 4.95 "21_CAM_02" 90 10 0 10
"64" 9 "21" "03" "01" 65 "21_CAM_030100" "Lagurus ovatus_20;Hypochaeris glabra_20;Elytrigia acuta_3;Valantia muralis_3;Limonium virgatum_3;Sonchus bulbosus_3;Galium murale_0,5;Bromus hordeaceus_3;Parapholis incurva_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_D07" 5.46 "21_CAM_03" 50 50 0 50
"65" 9 "21" "03" "02" 40 "21_CAM_030200" "Lagurus ovatus_3;Hypochaeris glabra_10;Elytrigia acuta_3;Valantia muralis_3;Limonium virgatum_10;Galium murale_0,5;Bromus hordeaceus_0,5;Centaurium sp._0,5;Blackstonia sp._0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_E07" 3.27 "21_CAM_03" 30 30 40 70
"66" 12 "21" "03" "03" 69 "21_CAM_030300" "Lagurus ovatus_3;Hypochaeris glabra_10;Elytrigia acuta_0,5;Valantia muralis_0,5;Limonium virgatum_3;Galium murale_0,5;Bromus diandrus_10;Hedypnois rhagadioloides_3;Plantago coronopus_20;Medicago polymorpha_3;Erodium cicutarium_3;Geranium molle_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_F07" 5.96 "21_CAM_03" 70 30 0 30
"67" 11 "21" "03" "04" 53 "21_CAM_030400" "Lagurus ovatus_10;Hypochaeris glabra_3;Valantia muralis_0,5;Bromus hordeaceus_0,5;Hedypnois rhagadioloides_3;Plantago coronopus_0,5;Erodium cicutarium_3;Medicago littoralis_20;Medicago minima_0,5;Bromus madritensis_0,5;Parapholis filiformis_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_G07" 1.94 "21_CAM_03" 70 30 0 30
"68" 6 "21" "03" "05" 67.5 "21_CAM_030500" "Hypochaeris glabra_3;Elytrigia acuta_0,5;Bromus diandrus_10;Plantago coronopus_10;Medicago littoralis_37,5;Rostraria pubescens_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_H07" 4.96 "21_CAM_03" 50 50 0 50
"69" 9 "21" "03" "06" 62.5 "21_CAM_030600" "Lagurus ovatus_3;Hypochaeris glabra_0,5;Elytrigia acuta_0,5;Bromus hordeaceus_10;Hedypnois rhagadioloides_0,5;Plantago coronopus_0,5;Erodium cicutarium_0,5;Medicago minima_37,5;Bellis annua_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_A06" 4.47 "21_CAM_03" 60 25 15 40
"70" 11 "21" "03" "07" 70 "21_CAM_030700" "Lagurus ovatus_20;Hypochaeris glabra_20;Elytrigia acuta_0,5;Valantia muralis_10;Hedypnois rhagadioloides_3;Plantago coronopus_0,5;Erodium cicutarium_0,5;Geranium molle_0,5;Medicago littoralis_3;Medicago minima_0,5;Vulpia sp._0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_B06" 5.9 "21_CAM_03" 70 20 10 30
"71" 9 "21" "03" "08" 43 "21_CAM_030800" "Elytrigia acuta_3;Valantia muralis_20;Bromus hordeaceus_0,5;Bromus diandrus_0,5;Hedypnois rhagadioloides_3;Plantago coronopus_3;Medicago littoralis_3;Rostraria pubescens_0,5;Bellis annua_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_C06" 3.1 "21_CAM_03" 40 30 30 60
"72" 15 "21" "03" "09" 96 "21_CAM_030900" "Lagurus ovatus_3;Hypochaeris glabra_10;Elytrigia acuta_0,5;Valantia muralis_3;Sonchus bulbosus_0,5;Bromus hordeaceus_0,5;Blackstonia sp._0,5;Hedypnois rhagadioloides_20;Plantago coronopus_0,5;Medicago littoralis_37,5;Bromus madritensis_3;Rostraria pubescens_0,5;Bupleurum semicompositum_0,5;Phleum arenarium_0,5;Cerastium semidecandrum_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_D06" 7.17 "21_CAM_03" 80 20 0 20
"73" 3 "21" "04" "01" 88 "21_CAM_040100" "Aeluropus littoralis_37,5;Parapholis filiformis_37,5;Hordeum marinum_10" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_E06" 5.39 "21_CAM_04" 70 5 25 30
"74" 5 "21" "04" "02" 34.5 "21_CAM_040200" "Parapholis filiformis_3;Hordeum marinum_20;Juncus gerardi_3;Juncus subulatus_3;Aster squamatus_0,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_F06" 2.24 "21_CAM_04" 25 65 10 75
"75" 3 "21" "04" "03" 63.5 "21_CAM_040300" "Aeluropus littoralis_37,5;Parapholis filiformis_20;Hordeum marinum_3" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_G06" 4.42 "21_CAM_04" 70 10 20 30
"76" 3 "21" "04" "04" 88.5 "21_CAM_040400" "Aeluropus littoralis_62,5;Parapholis filiformis_3;Hordeum marinum_20" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_H06" 8.38 "21_CAM_04" 80 20 0 20
"77" 3 "21" "04" "05" 81 "21_CAM_040500" "Aeluropus littoralis_37,5;Parapholis filiformis_3;Hordeum marinum_37,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_A05" 6.64 "21_CAM_04" 60 25 15 40
"78" 2 "21" "04" "06" 49.5 "21_CAM_040600" "Hordeum marinum_10;Limonium narbonense_37,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_B05" 3.73 "21_CAM_04" 40 40 20 60
"79" 3 "21" "04" "07" 51 "21_CAM_040700" "Aeluropus littoralis_10;Parapholis filiformis_37,5;Plantago coronopus_0,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_C05" 3.14 "21_CAM_04" 40 10 50 60
"80" 4 "21" "04" "08" 28 "21_CAM_040800" "Aeluropus littoralis_0,5;Parapholis filiformis_20;Hordeum marinum_0,5;Salicornia europaea_3" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_D05" 1.66 "21_CAM_04" 20 30 50 80
"81" 4 "21" "04" "09" 47.5 "21_CAM_040900" "Parapholis filiformis_20;Hordeum marinum_3;Juncus gerardi_0,5;Limonium narbonense_20" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_E05" 4.15 "21_CAM_04" 40 45 15 60
"82" 2 "21" "05" "01" 42.5 "21_CAM_050100" "Bolboschoenus maritimus_37,5;Phragmites australis_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_F05" 4.02 "21_CAM_05" 30 70 0 70
"83" 3 "21" "05" "02" 88.5 "21_CAM_050200" "Bolboschoenus maritimus_62,5;Phragmites australis_20;Paspalum distichum_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_G05" 9.6 "21_CAM_05" 70 30 0 30
"84" 4 "21" "05" "03" 30.5 "21_CAM_050300" "Phragmites australis_3;Juncus subulatus_20;Polypogon monspeliensis_3;Asteraceae sp._0,5" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_H05" 9.09 "21_CAM_05" 30 5 65 70
"85" 4 "21" "05" "04" 67.5 "21_CAM_050400" "Phragmites australis_37,5;Juncus gerardi_20;Aeluropus littoralis_3;Puccinellia festuciformis_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_A04" 4.87 "21_CAM_05" 40 20 40 60
"86" 3 "21" "05" "05" 63.5 "21_CAM_050500" "Bolboschoenus maritimus_37,5;Phragmites australis_20;Paspalum distichum_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_B04" 5.17 "21_CAM_05" 60 5 35 40
"87" 3 "21" "05" "06" 63.5 "21_CAM_050600" "Bolboschoenus maritimus_37,5;Phragmites australis_20;Paspalum distichum_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_C04" 6.14 "21_CAM_05" 60 30 10 40
"88" 6 "21" "05" "07" 50.5 "21_CAM_050700" "Bolboschoenus maritimus_0,5;Phragmites australis_20;Paspalum distichum_0,5;Polypogon monspeliensis_20;Asteraceae sp._0,5;Ranunculus peltatus subsp. peltatus_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_D04" 6.98 "21_CAM_05" 40 10 50 60
"89" 5 "21" "05" "08" 46.5 "21_CAM_050800" "Bolboschoenus maritimus_0,5;Phragmites australis_20;Polypogon monspeliensis_20;Asteraceae sp._0,5;Spergularia sp._0,5" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_E04" 5.93 "21_CAM_05" 40 0 60 60
"90" 5 "21" "05" "09" 32 "21_CAM_050900" "Bolboschoenus maritimus_3;Phragmites australis_20;Paspalum distichum_0,5;Asteraceae sp._0,5;Ranunculus peltatus subsp. peltatus_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_F04" 7.24 "21_CAM_05" 25 5 70 75
"91" 5 "21" "06" "01" 32 "21_CAM_060100" "Aster squamatus_20;Juncus subulatus_3;Phragmites australis_3;Paspalum distichum_0,5;Schedonorus arundinaceus_0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_G04" 8.81 "21_CAM_06" 25 75 0 75
"92" 3 "21" "06" "02" 111 "21_CAM_060200" "Aster squamatus_20;Paspalum distichum_0,5;Juncus gerardi_87,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_H04" 15.76 "21_CAM_06" 90 10 0 10
"93" 3 "21" "06" "03" 36 "21_CAM_060300" "Aster squamatus_20;Juncus subulatus_10;Paspalum distichum_3" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_A03" 6.35 "21_CAM_06" 25 65 10 75
"94" 4 "21" "06" "04" 45 "21_CAM_060400" "Aster squamatus_20;Juncus subulatus_20;Phragmites australis_0,5;Paspalum distichum_0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_B03" 3.69 "21_CAM_06" 40 60 0 60
"95" 5 "21" "06" "05" 52 "21_CAM_060500" "Aster squamatus_3;Phragmites australis_3;Paspalum distichum_0,5;Juncus gerardi_37,5;Polypogon sp._3" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_C03" 7.86 "21_CAM_06" 50 50 0 50
"96" 8 "21" "06" "06" 24.5 "21_CAM_060600" "Phragmites australis_3;Paspalum distichum_3;Polypogon sp._0,5;Elytrigia sp._3;Aster maritimus_3;Bolboschoenus maritimus_0,5;Carex otrubae_3;Gramineae sp._0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_D03" 1.84 "21_CAM_06" 15 35 50 85
"97" 6 "21" "06" "07" 23.5 "21_CAM_060700" "Aster squamatus_10;Phragmites australis_3;Paspalum distichum_3;Schedonorus arundinaceus_0,5;Aster maritimus_0,5;Bolboschoenus maritimus_0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_E03" 1.57 "21_CAM_06" 15 70 15 85
"98" 6 "21" "06" "08" 40.5 "21_CAM_060800" "Aster squamatus_3;Juncus subulatus_20;Paspalum distichum_0,5;Schedonorus arundinaceus_0,5;Polypogon sp._0,5;Aster maritimus_10" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_F03" 5.4 "21_CAM_06" 30 20 50 70
"99" 5 "21" "06" "09" 49 "21_CAM_060900" "Aster squamatus_0,5;Juncus subulatus_20;Paspalum distichum_3;Polypogon sp._0,5;Aster maritimus_20" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_G03" 5.69 "21_CAM_06" 40 50 10 60
"100" 4 "21" "07" "01" 75.5 "21_CAM_070100" "Hordeum marinum_62,5;Suaeda splendens_3;Salicornia europaea_3;Plantago coronopus_3" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_B02" 5.09 "21_CAM_07" 60 35 5 40
"101" 4 "21" "07" "02" 62.5 "21_CAM_070200" "Hordeum marinum_20;Suaeda splendens_0,5;Salicornia europaea_0,5;Plantago coronopus_37,5" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_C02" 4.49 "21_CAM_07" 35 55 10 65
"102" 7 "21" "07" "03" 52 "21_CAM_070300" "Hordeum marinum_20;Suaeda splendens_0,5;Salicornia europaea_0,5;Plantago coronopus_20;Elytrigia sp._3;Aster maritimus_0,5;Parapholis incurva_0,5" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_D02" 3.87 "21_CAM_07" 25 65 10 75
"103" 7 "21" "07" "04" 76.5 "21_CAM_070400" "Hordeum marinum_10;Suaeda splendens_0,5;Salicornia europaea_0,5;Plantago coronopus_0,5;Elytrigia sp._37,5;Parapholis incurva_0,5;Limonium narbonense_20" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_E02" 4.95 "21_CAM_07" 60 30 10 40
"104" 3 "21" "07" "05" 96.5 "21_CAM_070500" "Hordeum marinum_3;Suaeda splendens_87,5;Suaeda spicata_3" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_F02" 4.93 "21_CAM_07" 80 20 0 20
"105" 5 "21" "07" "06" 32 "21_CAM_070600" "Hordeum marinum_0,5;Suaeda splendens_3;Salicornia europaea_3;Elytrigia sp._20;Suaeda spicata_0,5" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_G02" 2.1 "21_CAM_07" 30 40 30 70
"106" 7 "21" "07" "07" 59.5 "21_CAM_070700" "Hordeum marinum_10;Suaeda splendens_0,5;Plantago coronopus_0,5;Elytrigia sp._3;Parapholis incurva_0,5;Suaeda spicata_0,5;Juncus gerardi_37,5" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_H02" 3.75 "21_CAM_07" 60 40 0 40
"107" 5 "21" "07" "08" 71.5 "21_CAM_070800" "Hordeum marinum_3;Suaeda splendens_3;Plantago coronopus_3;Elytrigia sp._20;Suaeda spicata_37,5" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_A01" 4.24 "21_CAM_07" 60 35 5 40
"108" 4 "21" "07" "09" 72 "21_CAM_070900" "Hordeum marinum_10;Suaeda splendens_37,5;Salicornia europaea_0,5;Suaeda spicata_20" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_B01" 4.82 "21_CAM_07" 70 30 0 30
"109" 3 "21" "08" "01" 81 "21_CAM_080100" "Schedonorus arundinaceus_37,5;Trifolium pratense_37,5;Lotus glaber_3" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-3_C01" 19.24 "21_CAM_08" 100 0 0 0
"110" 3 "21" "08" "02" 96.5 "21_CAM_080200" "Schedonorus arundinaceus_87,5;Trifolium pratense_3;Lotus glaber_3" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-3_D01" 24.25 "21_CAM_08" 100 0 0 0
"111" 4 "21" "08" "03" 112.5 "21_CAM_080300" "Schedonorus arundinaceus_87,5;Trifolium pratense_20;Lotus glaber_0,5;Paspalum dilatatum_0,5" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-3_E01" 11.85 "21_CAM_08" 90 10 0 10
"112" 5 "21" "08" "04" 99.5 "21_CAM_080400" "Schedonorus arundinaceus_87,5;Trifolium pratense_3;Lotus glaber_0,5;Potentilla reptans_3;Paspalum dilatatum_0,5" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-3_F01" 14.37 "21_CAM_08" 90 10 0 10
"113" 3 "21" "08" "05" 103.5 "21_CAM_080500" "Schedonorus arundinaceus_87,5;Trifolium pratense_3;Paspalum dilatatum_10" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-3_G01" 11.14 "21_CAM_08" 90 10 0 10
"114" 4 "21" "08" "06" 95.5 "21_CAM_080600" "Schedonorus arundinaceus_87,5;Trifolium pratense_0,5;Lotus glaber_3;Paspalum dilatatum_0,5" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-3_H01" 22.23 "21_CAM_08" 100 0 0 0
"115" 6 "21" "08" "07" 110.5 "21_CAM_080700" "Schedonorus arundinaceus_87,5;Trifolium pratense_3;Lotus glaber_10;Paspalum dilatatum_0,5;Schedonorus pratensis_0,5;Tragopogon sp._3" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_A12" 14.32 "21_CAM_08" 100 0 0 0
"116" 5 "21" "08" "08" 113 "21_CAM_080800" "Schedonorus arundinaceus_37,5;Trifolium pratense_20;Lotus glaber_37,5;Paspalum dilatatum_3;Trifolium repens_10" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_B12" 20.24 "21_CAM_08" 100 0 0 0
"117" 3 "21" "08" "09" 113.5 "21_CAM_080900" "Schedonorus arundinaceus_87,5;Trifolium pratense_20;Paspalum dilatatum_3" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_C12" 23.24 "21_CAM_08" 100 0 0 0
"118" 5 "21" "09" "01" 99.5 "21_CAM_090100" "Schedonorus arundinaceus_87,5;Potentilla reptans_3;Trifolium repens_3;Paspalum dilatatum_0,5;Holcus lanatus_0,5" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_D12" 20 "21_CAM_09" 100 0 0 0
"119" 4 "21" "09" "02" 112 "21_CAM_090200" "Schedonorus arundinaceus_87,5;Potentilla reptans_0,5;Trifolium repens_10;Paspalum dilatatum_10" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_E12" 11.64 "21_CAM_09" 90 10 0 10
"120" 5 "21" "09" "03" 116 "21_CAM_090300" "Schedonorus arundinaceus_87,5;Potentilla reptans_0,5;Trifolium repens_10;Paspalum dilatatum_3;Tragopogon sp._10" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_F12" 20.46 "21_CAM_09" 100 0 0 0
"121" 6 "21" "09" "04" 95.5 "21_CAM_090400" "Schedonorus arundinaceus_62,5;Potentilla reptans_0,5;Trifolium repens_3;Paspalum dilatatum_0,5;Holcus lanatus_20;Tragopogon sp._3" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_G12" 18.78 "21_CAM_09" 100 0 0 0
"122" 8 "21" "09" "05" 106.5 "21_CAM_090500" "Schedonorus arundinaceus_87,5;Potentilla reptans_0,5;Trifolium repens_3;Paspalum dilatatum_0,5;Holcus lanatus_0,5;Tragopogon sp._3;Lotus glaber_3;Poa pratensis_0,5" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_H12" 14.41 "21_CAM_09" 100 0 0 0
"123" 4 "21" "09" "06" 105 "21_CAM_090600" "Schedonorus arundinaceus_87,5;Potentilla reptans_0,5;Trifolium repens_10;Paspalum dilatatum_3" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_A11" 18.82 "21_CAM_09" 100 0 0 0
"124" 4 "21" "09" "07" 100.5 "21_CAM_090700" "Schedonorus arundinaceus_87,5;Trifolium repens_3;Paspalum dilatatum_3;Tragopogon sp._3" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_B11" 13.57 "21_CAM_09" 90 10 0 10
"125" 4 "21" "09" "08" 95.5 "21_CAM_090800" "Schedonorus arundinaceus_87,5;Trifolium repens_3;Paspalum dilatatum_0,5;Asteraceae sp._0,5" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_C11" 18.96 "21_CAM_09" 100 0 0 0
"126" 6 "21" "09" "09" 118 "21_CAM_090900" "Schedonorus arundinaceus_87,5;Trifolium repens_0,5;Paspalum dilatatum_0,5;Tragopogon sp._3;Lotus glaber_0,5;Solanum villosum_20" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_D11" 15.25 "21_CAM_09" 100 0 0 0
"127" 8 "21" "10" "01" 116 "21_CAM_100100" "Trifolium pratense_62,5;Schedonorus arundinaceus_37,5;Lotus glaber_0,5;Helminthotheca echioides_3;Daucus carota_0,5;Agrostis stolonifera_3;Paspalum dilatatum_0,5;Trifolium fragiferum_0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_E11" 24.07 "21_CAM_10" 100 0 0 0
"128" 4 "21" "10" "02" 117.5 "21_CAM_100200" "Schedonorus arundinaceus_87,5;Lotus glaber_3;Daucus carota_3;Trifolium repens_20" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_F11" 6.56 "21_CAM_10" 90 10 0 10
"129" 5 "21" "10" "03" 123.5 "21_CAM_100300" "Trifolium pratense_87,5;Schedonorus arundinaceus_20;Lotus glaber_10;Daucus carota_0,5;Medicago polymorpha_0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_G11" 15.24 "21_CAM_10" 100 0 0 0
"130" 7 "21" "10" "04" 124 "21_CAM_100400" "Trifolium pratense_10;Schedonorus arundinaceus_37,5;Lotus glaber_0,5;Daucus carota_0,5;Ulmus minor_62,5;Vicia sativa_3;Agrimonia eupatoria_3" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_H11" 21.79 "21_CAM_10" 100 0 0 0
"131" 4 "21" "10" "05" 127 "21_CAM_100500" "Schedonorus arundinaceus_20;Daucus carota_37,5;Agrostis stolonifera_62,5;Trifolium repens_3" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_B10" 24.25 "21_CAM_10" 100 0 0 0
"132" 4 "21" "10" "06" 105 "21_CAM_100600" "Trifolium pratense_62,5;Schedonorus arundinaceus_37,5;Lotus glaber_0,5;Vicia sativa_0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_C10" 19.05 "21_CAM_10" 100 0 0 0
"133" 4 "21" "10" "07" 105 "21_CAM_100700" "Trifolium pratense_37,5;Schedonorus arundinaceus_62,5;Lotus glaber_0,5;Gramineae sp._0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_D10" 32.74 "21_CAM_10" 100 0 0 0
